,Content type:,European public assessment reports (EPARs),Output generated at:,"Thu, 11/05/2023 - 18:46",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
441,Human,Apexxnar,Pneumococcal Infections,"pneumococcal polysaccharide conjugate vaccine (20-valent, adsorbed)","Pneumococcal polysaccharide serotype 1, Pneumococcal polysaccharide serotype 3, Pneumococcal polysaccharide serotype 4, Pneumococcal polysaccharide serotype 5, Pneumococcal polysaccharide serotype 6A, Pneumococcal polysaccharide serotype 6B, Pneumococcal polysaccharide serotype 7F, Pneumococcal polysaccharide serotype 8, Pneumococcal polysaccharide serotype 9V, Pneumococcal polysaccharide serotype 10A, Pneumococcal polysaccharide serotype 11A, Pneumococcal polysaccharide serotype 12F, Pneumococcal polysaccharide serotype 14, Pneumococcal polysaccharide serotype 15b, Pneumococcal polysaccharide serotype 18C, Pneumococcal polysaccharide serotype 19A, Pneumococcal polysaccharide serotype 19F, Pneumococcal polysaccharide serotype 22F, Pneumococcal polysaccharide serotype 23F, Pneumococcal polysaccharide serotype 33F",EMEA/H/C/005451,no,Authorised,J07AL02,yes,no,no,no,no,no,no,2022-02-14 01:00:00,,Pfizer Europe MA EEIG,"Vaccines, ",,2021-12-16 01:00:00,2022-12-01 01:00:00,4,", 	, 		, 			, 			Active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 18 years of age and older., 			, 			See sections 4.4 and 5.1 for information on protection against specific pneumococcal serotypes., , 			Apexxnar should be used in accordance with official recommendations., , 			, , 			, 			, 		, 	, , ",,,2021-12-14 11:39:00,2023-02-16 13:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/apexxnar
442,Human,Intuniv,Attention Deficit Disorder with Hyperactivity,guanfacine,guanfacine hydrochloride,EMEA/H/C/003759,no,Authorised,C02AC02,yes,no,no,no,no,no,no,2015-09-17 00:00:00,,Takeda Pharmaceuticals International AG Ireland Branch,"Antiadrenergic agents, centrally acting, Antihypertensives, ",,,2023-02-03 01:00:00,12,"Intuniv is indicated for the treatment of attention deficit hyperactivity disorder (ADHD) in children and adolescents 6 17 years old for whom stimulants are not suitable, not tolerated or have been shown to be ineffective., , Intuniv must be used as a part of a comprehensive ADHD treatment programme, typically including psychological, educational and social measures., ",,,2017-10-16 16:13:00,2023-02-16 13:02:00,https://www.ema.europa.eu/en/medicines/human/EPAR/intuniv
443,Human,Zoely,Contraception,"nomegestrol, estradiol","Nomegestrol acetate, estradiol",EMEA/H/C/001213,no,Authorised,G03AA14,no,no,no,no,no,no,no,2011-07-26 00:00:00,,Theramex Ireland Limited,"Sex hormones and modulators of the genital system, ",,,2022-11-28 01:00:00,23,"Oral contraception, ",,,2018-07-12 00:00:00,2023-02-16 12:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zoely
444,Human,Thiotepa Riemser,Hematopoietic Stem Cell Transplantation;  Neoplasms,thiotepa,thiotepa,EMEA/H/C/005434,no,Authorised,L01AC01,no,yes,no,no,no,no,no,2021-03-26 01:00:00,,Esteve Pharmaceuticals GmbH,Antineoplastic agents,,2021-01-28 01:00:00,2023-02-15 01:00:00,3,"Thiotepa Riemser is indicated, in combination with other chemotherapy medicinal products:, , , 	with or without total body irradiation (TBI), as conditioning treatment prior to allogeneic or autologous haematopoietic progenitor cell transplantation (HPCT) in haematological diseases in adult and paediatric patients;, 	when high dose chemotherapy with HPCT support is appropriate for the treatment of solid tumours in adult and paediatric patients., , , Thiotepa Riemser is indicated, in combination with other chemotherapy medicinal products:, , , 	with or without total body irradiation (TBI), as conditioning treatment prior to allogeneic or autologous haematopoietic progenitor cell transplantation (HPCT) in haematological diseases in adult and paediatric patients;, 	when high dose chemotherapy with HPCT support is appropriate for the treatment of solid tumours in adult and paediatric patients, , ",,,2021-04-30 11:41:00,2023-02-16 11:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/thiotepa-riemser
445,Human,Darunavir Krka,HIV Infections,darunavir,darunavir,EMEA/H/C/004273,no,Authorised,J05AE10,no,yes,no,no,no,no,no,2018-01-26 01:00:00,,"KRKA, d.d., Novo mesto",Antivirals for systemic use,,2017-11-09 01:00:00,2023-02-09 01:00:00,9,"400 and 800 mg, , Darunavir Krka, co-administered with low dose ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of patients with human immunodeficiency virus (HIV-1) infection., , Darunavir Krka 400 mg and 800 mg tablets may be used to provide suitable dose regimens for the treatment of HIV-1 infection in adult and paediatric patients from the age of 3 years and at least 40 kg body weight who are:, , , 	antiretroviral therapy (ART)-naïve (see section 4.2)., 	ART-experienced with no darunavir resistance associated mutations (DRV-RAMs) and who have plasma HIV-1 RNA < 100,000 copies/ml and CD4+ cell count ≥ 100 cells x 106/l. In deciding to initiate treatment with darunavir in such ART-experienced patients, genotypic testing should guide the use of darunavir (see sections 4.2, 4.3, 4.4 and 5.1)., , , 600 mg , , Darunavir Krka, co-administered with low dose ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of patients with human immunodeficiency virus (HIV-1) infection., , Darunavir Krka 600 mg tablets may be used to provide suitable dose regimens (see section 4.2):, , , 	For the treatment of HIV-1 infection in antiretroviral treatment (ART)-experienced adult patients, including those that have been highly pre-treated., 	For the treatment of HIV-1 infection in paediatric patients from the age of 3 years and at least 15 kg body weight., , , In deciding to initiate treatment with darunavir co-administered with low dose ritonavir, careful consideration should be given to the treatment history of the individual patient and the patterns of mutations associated with different agents. Genotypic or phenotypic testing (when available) and treatment history should guide the use of darunavir., ",,,2018-06-13 12:12:00,2023-02-16 11:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/darunavir-krka
446,Human,Enhertu,Breast Neoplasms,trastuzumab deruxtecan,trastuzumab deruxtecan,EMEA/H/C/005124,no,Authorised,L01FD04,yes,no,no,yes,no,no,no,2021-01-18 01:00:00,,Daiichi Sankyo Europe GmbH,Antineoplastic agents,,2020-12-10 01:00:00,2023-01-23 01:00:00,10,Breast cancerHER2-positive breast cancerEnhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received one or more prior anti-HER2-based regimens.HER2-low breast cancerEnhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-low breast cancer who have received prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy (see section 4.2).Gastric cancerEnhertu as monotherapy is indicated for the treatment of adult patients with advanced HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma who have received a prior trastuzumab-based regimen.,,,2021-02-08 18:33:00,2023-02-16 10:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/enhertu
447,Human,Strensiq,Hypophosphatasia,asfotase alfa,asfotase alfa,EMEA/H/C/003794,no,Authorised,A16AB,yes,no,no,no,yes,no,yes,2015-08-28 00:00:00,,Alexion Europe SAS,"Other alimentary tract and metabolism products, ",,2015-06-24 00:00:00,2023-02-13 01:00:00,16,Strensiq is indicated for long-term enzyme replacement therapy in patients with paediatric-onset hypophosphatasia to treat the bone manifestations of the disease.,,,2018-05-03 13:35:00,2023-02-15 18:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/strensiq
448,Human,Plavix,Stroke;  Peripheral Vascular Diseases;  Atrial Fibrillation;  Myocardial Infarction;  Acute Coronary Syndrome,clopidogrel,clopidogrel hydrogen sulfate,EMEA/H/C/000174,no,Authorised,B01AC04,no,no,no,no,no,no,no,1998-07-15 00:00:00,,Sanofi Winthrop Industrie,Antithrombotic agents,,1998-03-25 01:00:00,2022-12-16 01:00:00,48,"Secondary prevention of atherothrombotic eventsClopidogrel is indicated in:adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from seven days until less than six months) or established peripheral arterial disease;adult patients suffering from acute coronary syndrome:non-ST-segment-elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA);ST-segment-elevation acute myocardial infarction, in combination with ASA in patients undergoing percutaneous coronary intervention (including patients undergoing a stent replacement) or medically treated patients eligible for thrombolytic/fibrinolytic therapy.In patients with moderate to high-risk Transient Ischemic Attack (TIA) or minor Ischemic Stroke (IS)Clopidogrel in combination with ASA is indicated in:Adult patients with moderate to high-risk TIA (ABCD2  score ≥4) or minor IS (NIHSS  ≤3) within 24 hours of either the TIA or IS event.Prevention of atherothrombotic and thromboembolic events in atrial fibrillationIn adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with vitamin-K antagonists and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.",,,2018-03-22 02:00:00,2023-02-15 17:22:00,https://www.ema.europa.eu/en/medicines/human/EPAR/plavix
449,Human,Prevenar 13,Pneumococcal Infections;  Immunization,"pneumococcal polysaccharide conjugate vaccine (13-valent, adsorbed)","Pneumococcal polysaccharide serotype 1, Pneumococcal polysaccharide serotype 3, Pneumococcal polysaccharide serotype 4, Pneumococcal polysaccharide serotype 5, Pneumococcal polysaccharide serotype 6A, Pneumococcal polysaccharide serotype 6B, Pneumococcal polysaccharide serotype 7F, Pneumococcal polysaccharide serotype 9V, Pneumococcal polysaccharide serotype 14, Pneumococcal polysaccharide serotype 18C, Pneumococcal polysaccharide serotype 19A, Pneumococcal polysaccharide serotype 19F, Pneumococcal polysaccharide serotype 23F",EMEA/H/C/001104,no,Authorised,J07AL02,no,no,no,no,no,no,no,2009-12-09 01:00:00,,Pfizer Europe MA EEIG,"Vaccines, ",,2009-09-24 00:00:00,2021-10-01 00:00:00,43,"Active immunisation for the prevention of invasive disease, pneumonia and acute otitis media caused by Streptococcus pneumoniae in infants, children and adolescents from 6 weeks to 17 years of age.Active immunisation for the prevention of invasive disease caused by Streptococcus pneumoniae in adults ≥18 years of age and the elderly.See sections 4.4 and 5.1 for information on protection against specific pneumococcal serotypes.The use of Prevenar 13 should be determined on the basis of official recommendations taking into consideration the risk of invasive disease in different age groups, underlying comorbidities as well as the variability of serotype epidemiology in different geographical areas.",,,2018-03-19 17:42:00,2023-02-15 16:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/prevenar-13
450,Human,Venclyxto,"Leukemia, Lymphocytic, Chronic, B-Cell",venetoclax,Venetoclax,EMEA/H/C/004106,no,Authorised,L01XX52,yes,no,no,no,no,no,no,2016-12-04 01:00:00,,AbbVie Deutschland GmbH  Co. KG,Antineoplastic agents,,,2022-10-20 00:00:00,15,"Venclyxto in combination with obinutuzumab is indicated for the treatment of adult patients with previously untreated chronic lymphocytic leukaemia (CLL) (see section 5.1).Venclyxto in combination with rituximab is indicated for the treatment of adult patients with CLL who have received at least one prior therapy.Venclyxto monotherapy is indicated for the treatment of CLL:- in the presence of 17p deletion or TP53 mutation in adult patients who are unsuitable for or have failed a B cell receptor pathway inhibitor, or- in the absence of 17p deletion or TP53 mutation in adult patients who have failed both chemoimmunotherapy and a B-cell receptor pathway inhibitor.Venclyxto in combination with a hypomethylating agent is indicated for the treatment of adult patients with newly  diagnosed acute myeloid leukaemia (AML) who are ineligible for intensive chemotherapy.",,,2018-05-31 12:00:00,2023-02-14 12:57:00,https://www.ema.europa.eu/en/medicines/human/EPAR/venclyxto
451,Human,Tybost,HIV Infections,cobicistat,cobicistat,EMEA/H/C/002572,no,Authorised,V03AX03,no,no,no,no,no,no,no,2013-09-19 00:00:00,,Gilead Sciences Ireland UC,Antivirals for systemic use,,,2023-02-13 01:00:00,15,Tybost is indicated as a pharmacokinetic enhancer of atazanavir 300 mg once daily or darunavir 800 mg once daily as part of antiretroviral combination therapy in human immunodeficiency virus-1 (HIV-1) infected adults and adolescents aged 12 years and older:weighing at least 35 kg co‑administered with atazanavir orweighing at least 40 kg co‑administered with darunavir.,,,2018-07-26 11:29:00,2023-02-14 12:39:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tybost
452,Human,Vfend,Candidiasis;  Mycoses;  Aspergillosis,voriconazole,voriconazole,EMEA/H/C/000387,no,Authorised,J02AC03,no,no,no,no,no,no,no,2002-03-19 01:00:00,,Pfizer Europe MA EEIG,Antimycotics for systemic use,,2001-12-13 01:00:00,2022-05-04 00:00:00,52,"Voriconazole, is a broad spectrum, triazole antifungal agent and is indicated in adults and children aged 2 years and above as follows:, , , 	treatment of invasive aspergillosis;, 	treatment of in candidaemianon-neutropenic patients;, 	treatment of fluconazole-resistant serious invasive Candida infections (including C. krusei);, 	Treatment of serious fungal infections caused by Scedosporium spp. and Fusarium spp., , , Vfend should be administered primarily to patients with progressive, possibly life-threatening infections., , Prophylaxis of invasive fungal infections in high risk allogeneic hematopoietic stem cell transplant (HSCT) recipients., ",,,2018-06-06 13:53:00,2023-02-13 17:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vfend
453,Human,Zyclara,"Keratosis;  Keratosis, Actinic",imiquimod,imiquimod,EMEA/H/C/002387,no,Authorised,D06BB10,no,no,no,no,no,no,no,2012-08-23 00:00:00,,Viatris Healthcare Limited,Antibiotics and chemotherapeutics for dermatological use,,2012-06-21 00:00:00,2022-12-02 01:00:00,14,"Zyclara is indicated for the topical treatment of clinically typical, non-hyperkeratotic, non-hypertrophic, visible or palpable actinic keratosis of the full face or balding scalp in immunocompetent adults when other topical treatment options are contraindicated or less appropriate.",,,2018-02-16 13:07:00,2023-02-13 16:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zyclara
454,Human,Orladeyo,"Angioedemas, Hereditary",berotralstat,berotralstat dihydrochloride,EMEA/H/C/005138,no,Authorised,B06AC,no,no,no,no,no,no,no,2021-04-30 00:00:00,,BioCryst Ireland Limited,Other hematological agents,,2021-02-25 01:00:00,2022-12-13 01:00:00,4,Orladeyo is indicated for routine prevention of recurrent attacks of hereditary angioedema (HAE) in adult and adolescent patients aged 12 years and older.,,,2021-02-24 12:18:00,2023-02-13 15:32:00,https://www.ema.europa.eu/en/medicines/human/EPAR/orladeyo
455,Human,Nulojix,Graft Rejection;  Kidney Transplantation,belatacept,belatacept,EMEA/H/C/002098,no,Authorised,L04AA28,no,no,no,no,no,no,no,2011-06-17 00:00:00,,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,,2011-04-14 00:00:00,2023-02-10 01:00:00,20,"Nulojix, in combination with corticosteroids and a mycophenolic acid (MPA), is indicated for prophylaxis of graft rejection in adult recipients of a renal transplant. ",,,2017-09-01 13:36:00,2023-02-13 14:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nulojix
456,Human,Lutathera,Neuroendocrine Tumors,lutetium (177Lu) oxodotreotide,lutetium (177Lu) oxodotreotide,EMEA/H/C/004123,no,Authorised,V10XX04,no,no,no,no,no,no,yes,2017-09-26 00:00:00,,Advanced Accelerator Applications,Other therapeutic radiopharmaceuticals,,2017-07-20 00:00:00,2023-02-10 01:00:00,9,"Lutathera is indicated for the treatment of unresectable or metastatic, progressive, well differentiated (G1 and G2), somatostatin receptor positive gastroenteropancreatic neuroendocrine tumours (GEP‑NETs) in adults.",,,2018-03-21 13:01:00,2023-02-13 14:04:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lutathera
457,Human,Benepali,"Arthritis, Psoriatic;  Arthritis, Rheumatoid;  Psoriasis",etanercept,etanercept,EMEA/H/C/004007,no,Authorised,L04AB01,no,no,yes,no,no,no,no,2016-01-13 01:00:00,,Samsung Bioepis NL B.V.,Immunosuppressants,,2015-11-19 01:00:00,2023-01-12 01:00:00,19,"Rheumatoid arthritis, , Benepali in combination with methotrexate is indicated for the treatment of moderate to severe active rheumatoid arthritis in adults when the response to disease-modifying antirheumatic drugs, including methotrexate (unless contraindicated), has been inadequate., , Benepali can be given as monotherapy in case of intolerance to methotrexate or when continued treatment with methotrexate is inappropriate., , Benepali is also indicated in the treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate., , Benepali, alone or in combination with methotrexate, has been shown to reduce the rate of progression of joint damage as measured by X-ray and to improve physical function., , Juvenile idiopathic arthritis, , Treatment of polyarthritis (rheumatoid factor positive or negative) and extended oligoarthritis in children and adolescents from the age of 2 years who have had an inadequate response to, or who have proved intolerant of, methotrexate., , Treatment of psoriatic arthritis in adolescents from the age of 12 years who have had an inadequate response to, or who have proved intolerant of, methotrexate., , Treatment of enthesitis-related arthritis in adolescents from the age of 12 years who have had an inadequate response to, or who have proved intolerant of, conventional therapy., , Etanercept has not been studied in children aged less than 2 years., , Psoriatic arthritis, , Treatment of active and progressive psoriatic arthritis in adults when the response to previous disease-modifying antirheumatic drug therapy has been inadequate. Etanercept has been shown to improve physical function in patients with psoriatic arthritis, and to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease., , Axial spondyloarthritis, , Ankylosing spondylitis, , Treatment of adults with severe active ankylosing spondylitis who have had an inadequate response to conventional therapy., , Non-radiographic axial spondyloarthritis, , Treatment of adults with severe non-radiographic axial spondyloarthritis with objective signs of inflammation as indicated by elevated C-reactive protein (CRP) and/or magnetic resonance imaging (MRI) evidence, who have had an inadequate response to nonsteroidal anti-inflammatory drugs (NSAIDs)., , Plaque psoriasis, , Treatment of adults with moderate to severe plaque psoriasis who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapy, including ciclosporin, methotrexate or psoralen and ultraviolet-A light (PUVA)., , Paediatric plaque psoriasis, , Treatment of chronic severe plaque psoriasis in children and adolescents from the age of 6 years who are inadequately controlled by, or are intolerant to, other systemic therapies or phototherapies., ",,,2018-02-06 10:56:00,2023-02-13 12:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/benepali
